industry,total_funding,country,region,city,funding_rounds,company_age
15845,-0.08343470672885345,35,74,238,2.1672263317538576,-0.21757006711895227
21566,-0.08554717335175,122,797,3320,0.10539657560366476,-0.12053128392094872
12475,-0.0850125733343144,122,619,537,-0.5818800097797329,-0.6057251999109665
17992,-0.057320292431150874,122,788,3379,0.10539657560366476,0.17058506567306195
7188,-0.08447797331687881,122,788,3379,0.10539657560366476,-0.6057251999109665
22178,-0.07645897305534498,118,905,3792,0.10539657560366476,-0.508686416712963
23072,-0.0865896433857494,122,827,1196,-0.5818800097797329,-0.70276398310897
8995,-0.07645897305534498,122,244,653,-0.5818800097797329,-0.12053128392094872
22076,-0.07645897305534498,52,189,712,-0.5818800097797329,-0.21757006711895227
23156,-0.07175456239991405,122,788,3379,2.1672263317538576,-0.21757006711895227
17202,-0.07645897305534498,56,915,2961,-0.5818800097797329,0.17058506567306195
502,-0.08180497322970087,122,663,2655,-0.5818800097797329,-0.21757006711895227
21933,-0.009633970875896285,39,537,570,0.7926731609870624,1.8202443800391224
19544,-0.013342165090836333,122,655,2596,0.10539657560366476,-0.508686416712963
16074,-0.08694288569327013,88,263,1052,-0.5818800097797329,0.36466263206906907
7337,0.38490084199156877,122,788,3624,0.10539657560366476,0.8498565480590868
9164,-0.08597485336569848,35,74,238,-0.5818800097797329,-0.508686416712963
16470,0.027788030344594983,122,983,1627,-0.5818800097797329,2.9847097784151653
