industry,total_funding,status,country,region,city,funding_rounds,company_age
23156,-0.07645897305534498,3,122,194,734,-0.5818800097797329,-0.508686416712963
22638,-0.07645897305534498,3,122,902,79,-0.5818800097797329,-0.31460885031695585
5730,-0.08479873332734017,3,4,596,2377,0.7926731609870624,-0.4116476335149594
19532,-0.08290624926561818,3,122,746,3089,2.854502917137255,-0.31460885031695585
740,-0.08367464590867889,3,122,788,3379,0.10539657560366476,-0.4116476335149594
15800,-0.08180497322970087,3,100,925,3871,0.10539657560366476,-0.02349250072294517
23072,-0.017652971137430126,3,21,377,1558,-0.5818800097797329,-0.6057251999109665
20406,-0.05828257246253493,3,122,788,3379,-0.5818800097797329,1.043934114455094
21019,-0.07645897305534498,0,5,971,4036,-0.5818800097797329,0.07354628247505839
23072,-0.08512584438600866,3,39,537,570,-0.5818800097797329,-0.508686416712963
22925,-0.023002462249899876,3,122,114,537,-0.5818800097797329,-0.6057251999109665
22623,-0.08645259332527962,3,38,716,2909,-0.5818800097797329,-0.02349250072294517
11645,-0.08383915837204434,3,85,640,1438,-0.5818800097797329,-0.21757006711895227
14958,-0.07645897305534498,0,122,539,4160,-0.5818800097797329,-0.4116476335149594
21180,0.29482073905367195,3,122,114,268,4.916332673287448,0.07354628247505839
5759,-0.08340877328200764,0,110,874,3700,-0.5818800097797329,-0.21757006711895227
1020,-0.05774797244509934,3,122,788,3379,0.10539657560366476,-0.21757006711895227
1547,-0.08447797331687881,3,122,539,3430,-0.5818800097797329,-0.21757006711895227
18389,-0.07645897305534498,3,122,655,465,-0.5818800097797329,-0.4116476335149594
23072,-0.06897457281124672,3,122,788,3379,0.7926731609870624,-0.31460885031695585
18726,-0.08608177336918559,3,122,788,3379,-0.5818800097797329,-0.31460885031695585
17871,-0.07645897305534498,3,122,539,2196,-0.5818800097797329,-0.6057251999109665
23072,-0.08608200324719309,3,122,827,3482,-0.5818800097797329,0.17058506567306195
17373,-0.08688367339533898,1,122,692,2017,-0.5818800097797329,-0.12053128392094872
14162,-0.07645897305534498,3,61,440,1855,-0.5818800097797329,-0.508686416712963
22613,-0.0016149706143624416,3,21,79,272,-0.5818800097797329,-0.31460885031695585
23072,-0.033690971660497816,3,122,788,3379,-0.5818800097797329,-0.70276398310897
23072,-0.012306970963074232,0,122,114,268,-0.5818800097797329,1.7232055968411188
20406,-0.05908447248868832,3,122,539,2196,0.10539657560366476,-0.6057251999109665
23239,0.36426698669261065,3,21,835,3765,0.7926731609870624,0.36466263206906907
